DOB,Height,Reach,SApM,SLpM,STANCE,Str. Acc.,Str. Def,Sub. Avg.,TD Acc.,TD Avg.,TD Def.,Weight,fighter_id,name,record
--,"5' 10""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,210 lbs.,be9d259be012e8a4,Scott Morris,2-1-0
"Jun 06, 1992","5' 8""","68""",2.70,2.01,Orthodox,32%,46%,1.3,46%,2.59,44%,145 lbs.,bebb4ae55ac2bf6f,Chris Fishgold,18-4-1
"Aug 26, 1993","5' 4""","66""",3.29,4.26,Orthodox,39%,60%,0.6,52%,2.05,82%,115 lbs.,beecb672a279223e,Amanda Ribas,13-7-0
"Oct 22, 1991","6' 0""","72""",6.38,4.52,Orthodox,41%,62%,0.2,18%,0.44,57%,145 lbs.,bf0e700106d00e55,Austin Arnett,16-6-0
"Apr 15, 1958","5' 11""",--,0.00,0.00,Sideways,0%,0%,0.0,0%,0.00,0%,200 lbs.,bf12aca029bfcc47,Keith Hackney,2-2-0
"Feb 10, 1998","5' 10""","74""",2.70,2.78,Orthodox,50%,51%,0.5,59%,8.77,40%,170 lbs.,bf2c8e01b07d3eb1,Myktybek Orolbai,16-2-1
"Nov 10, 1975","6' 0""",--,2.36,1.55,Orthodox,44%,47%,0.0,0%,0.00,42%,185 lbs.,bf41b5131545da12,Crafton Wallace,18-6-1
"Jan 18, 1992","5' 9""","71""",2.02,1.41,Orthodox,34%,47%,1.3,46%,2.46,37%,155 lbs.,bf43fed8f29e1671,Marcin Held,23-7-0
"Nov 09, 1989","5' 6""","64""",3.91,4.32,Orthodox,46%,60%,0.0,37%,2.17,76%,135 lbs.,bf7ad5628363eec9,Cody Stamann,21-8-1
"Jul 21, 1982","5' 11""",--,2.53,2.48,Orthodox,41%,64%,0.0,0%,0.00,64%,155 lbs.,bf9bc96336922271,Alex Ricci,10-5-0
"Jul 29, 1981","5' 8""","70""",2.69,4.09,Orthodox,53%,56%,0.5,37%,2.19,82%,145 lbs.,bfc2fc38a0e20211,Matt Grice,15-5-0
"Nov 03, 1987","5' 6""","67""",5.38,1.92,Southpaw,25%,52%,1.4,25%,0.72,33%,125 lbs.,bffeb123b21c9aad,Darrell Montague,13-5-0
"Jan 10, 1991","5' 6""","68""",2.80,4.42,Orthodox,41%,54%,0.3,35%,5.97,76%,135 lbs.,c03520b5c88ed6b4,Merab Dvalishvili,21-5-0
"Mar 25, 1996","5' 10""","70""",4.94,4.33,Orthodox,48%,50%,0.5,42%,0.72,25%,135 lbs.,c0386644627a7ee5,Mana Martinez,10-4-0
"Jul 23, 1986","5' 10""","71""",3.59,4.78,Orthodox,42%,65%,0.0,54%,1.05,78%,170 lbs.,c03a5022f8439f2a,Chad Laprise,13-4-0
"Mar 13, 1996","5' 4""","62""",2.29,2.54,Orthodox,38%,61%,1.1,29%,1.52,45%,125 lbs.,c051c2e12d692b8a,Jesus Aguilar,12-4-0
"Nov 11, 1977","6' 2""",--,0.00,0.00,,0%,0%,0.0,0%,0.00,0%,200 lbs.,c058823a2595ab09,Joey Roberts,4-3-0
"Apr 10, 1988","5' 10""","71""",3.86,2.39,Switch,48%,40%,0.2,0%,0.00,79%,170 lbs.,c06a9b48d4132c8e,James Moontasri,9-5-0
"Aug 08, 1986","6' 2""",--,2.53,2.53,Orthodox,49%,52%,3.0,0%,0.00,100%,170 lbs.,c06d554ce1713fd3,Danny Mitchell,19-9-1
"Dec 11, 1997","5' 9""","71""",8.76,2.25,Orthodox,27%,42%,0.0,25%,3.37,66%,170 lbs.,c06d6b18862f9a53,Rodrigo Sezinando,9-2-0
"Sep 25, 1987","5' 10""","72""",2.32,1.56,Orthodox,35%,59%,1.2,35%,1.45,20%,145 lbs.,c07efc18b231f170,Jordan Rinaldi,14-7-0
"Jun 07, 1983","6' 2""","74""",1.39,2.82,Orthodox,43%,71%,0.4,44%,3.37,80%,205 lbs.,c0ab242c40decc55,Ryan Bader,23-5-0
"May 07, 1990","5' 8""","69""",3.64,5.44,Orthodox,43%,56%,0.2,11%,0.24,90%,135 lbs.,c0ac37a4a1133da9,Marcus McGhee,11-2-0
"Dec 11, 1990","6' 2""","75""",2.13,3.78,Southpaw,51%,54%,0.9,55%,4.49,28%,262 lbs.,c0badf3243907e59,Alexandr Romanov,18-3-0
"Aug 01, 1986","5' 10""",--,8.85,3.34,,43%,47%,0.8,25%,1.59,33%,170 lbs.,c0c36a5b3d5bbdd5,Mike Stumpf,11-4-0
"Nov 17, 1992","5' 2""","61""",4.69,2.68,Orthodox,38%,43%,0.2,50%,1.06,22%,115 lbs.,c0d5c0c95c59050b,Ariane Carnelossi,15-5-0
"Aug 09, 1986","6' 0""",--,1.82,0.86,Orthodox,50%,50%,0.0,0%,0.00,62%,155 lbs.,c0eecd851dbf3146,CJ Keith,8-4-0
"Sep 17, 1996","6' 2""","75""",3.22,3.52,Orthodox,44%,52%,0.9,30%,1.45,62%,185 lbs.,c1085e1701b13eca,Joe Pyfer,16-3-0
"Apr 29, 1983","5' 5""",--,5.57,2.73,Southpaw,31%,46%,0.0,9%,1.00,33%,135 lbs.,c10eb2f12c489f6d,Tim Gorman,9-4-0
"Aug 14, 1985","6' 0""",--,1.67,0.25,Orthodox,19%,47%,2.3,100%,0.76,60%,155 lbs.,c11f50e9c1513ce9,Mark Holst,12-6-0
"Jun 18, 1989","5' 5""",--,3.45,3.29,Switch,41%,47%,0.0,100%,0.78,26%,135 lbs.,c13042265355a290,Kwan Ho Kwak,9-2-0
"Jan 14, 1983","5' 10""","71""",4.01,2.32,Southpaw,45%,56%,0.4,100%,1.07,33%,155 lbs.,c136b2a8852da5bd,Akbarh Arreola,23-11-1
"Sep 21, 1996","6' 3""","75""",2.70,3.53,Orthodox,52%,52%,0.0,0%,0.00,72%,205 lbs.,c15fa95b9a12fde4,Junior Tafa,7-6-0
"Oct 26, 1960","5' 9""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,200 lbs.,c1684f00c626f4c0,Mark Schultz,1-1-0
"May 27, 1990","5' 5""","66""",5.07,1.51,Orthodox,31%,52%,0.6,37%,0.83,38%,125 lbs.,c169545ab0825f44,Geane Herrera,9-3-0
"Oct 22, 1988","6' 0""","71""",3.07,3.76,Southpaw,42%,60%,0.5,28%,0.92,71%,155 lbs.,c17041f1bb5768d8,Alex White,13-6-0
"Dec 14, 1987","5' 10""",--,3.51,5.39,Orthodox,69%,51%,0.0,50%,2.82,66%,170 lbs.,c1a5d3843596df92,Thiago Perpetuo,9-4-1
"Jul 14, 1981","5' 3""",--,5.29,2.60,,36%,38%,0.0,14%,1.86,50%,115 lbs.,c1ea9d56cd953586,Emily Kagan,3-3-0
"May 03, 1985","5' 8""","68""",4.15,5.52,Orthodox,49%,68%,0.0,0%,0.00,86%,155 lbs.,c21a036b4e012f1c,John Makdessi,18-9-0
"Mar 30, 1992","6' 6""","82""",2.99,3.90,Orthodox,54%,46%,0.7,50%,0.36,57%,205 lbs.,c21f26bbde777573,Johnny Walker,22-10-0 (1 NC)
"Dec 18, 1995","5' 11""","73""",4.09,5.58,Southpaw,58%,41%,1.7,35%,4.15,72%,155 lbs.,c2299ec916bc7c56,Benoit Saint Denis,17-4-0 (1 NC)
"Jul 25, 1978","5' 8""","69""",2.14,1.23,Orthodox,36%,51%,3.4,58%,1.95,75%,155 lbs.,c23e3d4875340d8d,Zhang Tiequan,15-4-0
"Aug 03, 1973","6' 1""",--,1.87,0.92,Orthodox,48%,47%,2.5,30%,1.46,50%,170 lbs.,c24b1db4b809d41b,Renato Verissimo,7-5-0 (1 NC)
"Jun 12, 1990","5' 3""","67""",4.27,5.36,Orthodox,40%,56%,0.6,58%,0.56,67%,135 lbs.,c268b2cfebccf652,John Lineker,31-9-0
"Apr 08, 1978","5' 8""","70""",5.60,5.56,Orthodox,47%,45%,0.0,12%,0.20,58%,155 lbs.,c295de4e10acd4c9,Isaac Vallie-Flagg,16-7-1
"Sep 25, 1995","6' 1""","74""",4.26,4.73,Orthodox,57%,54%,0.0,22%,0.46,50%,205 lbs.,c2a670b22d2e196f,Aleksa Camur,6-3-0
"Sep 22, 1973","6' 2""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,200 lbs.,c2a7623f398d9bd7,David Dodd,4-7-0
"May 27, 1987","5' 7""","64""",3.38,2.94,Orthodox,47%,62%,0.6,68%,3.21,80%,145 lbs.,c2e3e67b5911bfb7,Diego Brandao,22-11-0
"May 21, 1995","6' 3""","78""",4.26,3.55,Orthodox,49%,47%,0.3,30%,0.97,80%,205 lbs.,c3218c810959d279,Khadis Ibragimov,8-4-0
"Jun 24, 1999","6' 0""","79""",3.26,5.68,Orthodox,49%,53%,0.0,41%,1.04,89%,170 lbs.,c32aeb1a59e6272d,Michael Morales,19-0-0
"Sep 10, 1974","6' 2""","73""",1.89,2.11,Southpaw,50%,63%,0.3,40%,0.19,78%,230 lbs.,c32fb8c0f6471a4d,Mirko Filipovic,35-11-2 (1 NC)
"Sep 08, 1976","5' 5""",--,4.71,3.47,Southpaw,39%,65%,0.0,0%,0.00,80%,125 lbs.,c34e5849184b08c3,Yasuhiro Urushitani,21-8-6
"May 18, 1984","5' 10""","70""",5.75,4.87,Orthodox,48%,57%,0.0,33%,2.49,0%,145 lbs.,c3bd649a9194e50c,Jeremy Larsen,8-5-0
--,--,--,0.00,0.00,,0%,0%,0.0,0%,0.00,0%,--,c3c23c99477c041b,Frank Hamaker,1-0-0
"Jul 08, 1996","5' 4""","65""",5.31,5.65,Orthodox,52%,42%,0.0,50%,1.68,50%,125 lbs.,c3d2b9bcb4cead6b,Yuneisy Duben,6-2-0 (1 NC)
"Feb 04, 1996","5' 8""","73""",2.52,2.14,Orthodox,46%,56%,0.3,43%,1.97,76%,155 lbs.,c3ded6f7155f9ea4,Alex Da Silva,21-4-0
"Jan 09, 1971","5' 9""",--,1.33,1.63,Orthodox,48%,55%,0.3,100%,0.30,46%,170 lbs.,c3ea8deeba00462b,Pete Spratt,25-23-0
"Jul 21, 1994","6' 0""","74""",4.79,1.52,Southpaw,61%,41%,0.0,100%,3.50,50%,155 lbs.,c3f6db17cea09ca7,Danilo Belluardo,12-5-0
"Jun 16, 1989","5' 5""","63""",3.23,4.69,Orthodox,45%,60%,0.0,73%,0.84,64%,115 lbs.,c41d426cc7326d1b,Yan Xiaonan,19-5-0 (1 NC)
"Mar 17, 1987","5' 7""","72""",4.52,3.93,Orthodox,41%,52%,0.6,44%,0.70,72%,145 lbs.,c451d67c09c55418,Chan Sung Jung,17-8-0
"Jan 29, 1987","5' 5""",--,1.00,1.13,Orthodox,36%,62%,0.0,33%,2.00,33%,145 lbs.,c4731f43693b96b8,Rodolfo Rubio Perez,10-16-1
"Dec 08, 1981","5' 7""","70""",3.00,2.63,Orthodox,33%,61%,0.6,35%,3.10,66%,155 lbs.,c47df9303d318c67,Clay Guida,38-22-0
"Mar 15, 1991","6' 3""","74""",6.08,3.98,Orthodox,51%,52%,0.0,37%,1.54,100%,264 lbs.,c482c8605455a213,Junior Albini,14-6-0
"Aug 17, 1988","5' 11""","72""",5.08,3.59,Orthodox,38%,59%,0.0,100%,0.93,0%,170 lbs.,c487223b0289bda9,Hector Aldana,4-3-0
"Mar 04, 1987","5' 11""","73""",3.63,2.26,Southpaw,41%,53%,0.0,38%,2.00,78%,155 lbs.,c4af2feb4b58bc3b,Kazuki Tokudome,18-7-1
"Jan 26, 1977","5' 9""",--,2.41,3.33,Orthodox,57%,39%,1.2,50%,2.50,50%,170 lbs.,c4b6099f0d25f75e,Jared Rollins,8-4-0
"Nov 19, 1979","5' 11""","77""",1.58,1.41,Southpaw,29%,62%,0.0,54%,2.96,72%,185 lbs.,c4b81cdecd5d6abe,Gerald Harris,23-5-0
"Aug 01, 1975","6' 0""",--,3.23,1.89,Orthodox,36%,52%,1.5,16%,0.62,58%,170 lbs.,c4b9296214f4c09c,Jason Von Flue,14-12-1
"Oct 01, 1997","5' 9""","70""",4.79,4.21,Switch,43%,48%,0.2,27%,0.62,75%,145 lbs.,c4d039123e62f6a9,Dennis Buzukja,12-6-0
"Feb 19, 1981","5' 11""","76""",1.90,1.28,Orthodox,49%,59%,0.0,50%,0.62,26%,170 lbs.,c4fe2e9a06ea5bcb,Ben Alloway,18-8-0
"Nov 24, 1990","5' 10""","75""",3.93,4.10,Orthodox,44%,55%,0.8,52%,2.24,50%,185 lbs.,c549573c0df4d676,Maki Pitolo,13-9-0
"Aug 16, 1987","5' 11""","73""",2.98,2.60,Orthodox,34%,54%,0.0,0%,0.00,60%,155 lbs.,c575ab451e3c5b1d,Mickael Lebout,16-7-1 (1 NC)
"Dec 07, 1987","6' 1""","75""",1.73,2.02,Southpaw,40%,57%,1.0,47%,3.11,65%,170 lbs.,c58f51dedb310998,Michael Chiesa,20-7-0
"May 16, 1986","5' 8""","69""",3.67,3.93,Orthodox,36%,56%,0.5,14%,0.48,61%,135 lbs.,c5a126ace82a6025,Anthony Birchak,16-8-0
"Feb 05, 1987","5' 7""","70""",5.11,2.63,Orthodox,31%,58%,0.0,15%,1.14,62%,145 lbs.,c5af5750e8bae4f0,Kyle Bochniak,8-5-0
"Jan 09, 1994","5' 8""","70""",6.45,4.07,Southpaw,43%,54%,0.0,0%,0.00,72%,145 lbs.,c5ccd878231c5407,Ramon Taveras,10-4-0
"Nov 08, 1966","5' 11""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,196 lbs.,c61f66d8c3fd5f07,Tony Petarra,2-3-1
"Mar 16, 1993","6' 2""","75""",4.61,3.37,Southpaw,48%,42%,0.0,0%,0.00,58%,264 lbs.,c62fbc117d57b943,Tai Tuivasa,15-10-0
"Jun 08, 1958","6' 2""",--,0.00,0.00,Southpaw,0%,0%,0.0,0%,0.00,0%,250 lbs.,c670aa48827d6be6,Dan Severn,101-19-1
"Dec 31, 1988","6' 3""","80""",3.32,5.16,Orthodox,61%,57%,0.1,0%,0.00,75%,170 lbs.,c68c68efaa5ca6ef,Chidi Njokuani,25-12-0 (1 NC)
"Apr 04, 1977","6' 4""","79""",3.01,2.76,Orthodox,38%,52%,1.0,40%,1.32,60%,205 lbs.,c6a33ff198aaaeeb,Stephan Bonnar,15-9-0
"Jul 08, 1990","6' 3""","78""",3.35,4.39,Orthodox,47%,53%,0.5,34%,0.71,74%,170 lbs.,c6aee362c7a7d482,Randy Brown,20-8-0
"Nov 09, 1977","5' 7""",--,5.55,0.00,Orthodox,0%,27%,0.0,0%,0.00,0%,155 lbs.,c6d8ae3b016d5ad5,Joe Veres,4-3-0
--,"6' 3""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,300 lbs.,c6da1c24fe473418,Julian Sanchez,0-1-0
--,--,--,0.00,0.00,,0%,0%,0.0,0%,0.00,0%,--,c6e6926a81adcd00,Adriano Santos,0-1-0
"Jun 13, 1983","5' 9""",--,4.13,2.26,Orthodox,32%,56%,0.0,16%,1.12,100%,170 lbs.,c7011de4765d2497,Paul Bradley,23-8-0 (2 NC)
"Apr 14, 1980","6' 5""","76""",3.02,3.91,Orthodox,65%,45%,0.0,42%,2.62,78%,260 lbs.,c727c7d31c50c4cf,Anthony Hamilton,15-9-0
"Dec 05, 1993","6' 0""","77""",6.74,4.40,Orthodox,48%,45%,0.4,45%,0.91,65%,170 lbs.,c730a0be691dc081,Jared Gooden,23-10-0
"Mar 31, 1995","5' 9""","69""",4.78,2.88,Orthodox,50%,50%,0.0,38%,3.24,64%,155 lbs.,c739c2995a275314,Yanal Ashmouz,8-2-0
"Jan 30, 1983","5' 5""","67""",5.05,2.63,Orthodox,33%,45%,0.5,18%,1.29,36%,115 lbs.,c742287ed86a09bc,Jessica Penne,14-9-0
"Aug 28, 1965","6' 0""",--,0.21,1.13,Orthodox,73%,66%,4.6,75%,4.63,100%,185 lbs.,c75b99887c8c3f5a,Keith Rockel,12-4-1
"Nov 24, 1985","5' 10""","73""",3.27,2.35,Orthodox,34%,47%,0.4,15%,0.64,50%,155 lbs.,c76ec2bc3a57666a,Mitch Clarke,11-5-0
"Nov 23, 1982","5' 10""","72""",3.17,3.78,Orthodox,46%,54%,0.2,51%,2.50,31%,155 lbs.,c77a953488e5607d,Vinc Pichel,14-5-0
"Nov 08, 1985","5' 7""","69""",3.00,5.00,Orthodox,58%,64%,0.0,100%,7.50,0%,125 lbs.,c7be22a47a58365a,Christina Marks,8-9-0
"Dec 01, 1986","5' 6""","64""",2.76,3.11,Orthodox,46%,53%,0.5,30%,0.68,38%,135 lbs.,c7c39e2fb70248b3,Chad Anheliger,13-8-0
"Jun 20, 1977","5' 6""","68""",3.52,3.20,Orthodox,41%,59%,0.8,63%,0.62,50%,135 lbs.,c7d297714d9ab1a4,Marion Reneau,9-8-1
"Apr 13, 1994","5' 10""","75""",5.87,3.22,Switch,50%,40%,1.2,26%,1.50,47%,155 lbs.,c7d7fda69ec410d3,Kamuela Kirk,12-6-0
"Jun 21, 1965","6' 1""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,225 lbs.,c7e9d15cfce52f1d,Tim Lajcik,7-6-1
"Jan 28, 1981","6' 0""","74""",2.90,2.93,Orthodox,50%,57%,0.8,34%,1.45,59%,185 lbs.,c80095f6092271a7,Tim Boetsch,21-13-0
"Sep 30, 1987","5' 10""","70""",1.75,1.70,Orthodox,53%,51%,1.1,51%,2.60,55%,155 lbs.,c8097968da5e5f13,Chris Wade,12-3-0
"Jan 06, 1975","6' 3""","74""",4.43,2.71,Orthodox,48%,53%,0.6,33%,1.46,25%,185 lbs.,c8136ab8aa32c974,Kalib Starnes,17-11-1
"Mar 05, 1993","5' 8""","71""",4.81,4.71,Switch,52%,50%,0.0,71%,1.00,90%,155 lbs.,c814b4c899793af6,Rafael Fiziev,14-5-0
"Feb 07, 1986","5' 6""","67""",3.47,5.09,Orthodox,41%,62%,0.8,30%,1.56,77%,135 lbs.,c849740a3ff51931,TJ Dillashaw,18-5-0
"May 22, 1998","5' 6""","70""",6.65,7.01,Orthodox,47%,52%,0.0,0%,0.00,100%,145 lbs.,c85bad793cd14e28,Marcio Barbosa,18-2-0
"Oct 07, 1991","6' 2""","77""",6.03,4.10,Orthodox,56%,31%,0.4,45%,2.09,100%,205 lbs.,c878270af633eb11,Jordan Wright,12-5-0 (1 NC)
"Aug 01, 1995","5' 11""","74""",1.00,1.40,Orthodox,51%,70%,0.0,62%,17.00,0%,170 lbs.,c88f8a9c1ea7165d,Farman Hasanov,6-0-0
"Aug 05, 1973","5' 8""",--,3.14,1.33,Orthodox,30%,53%,0.0,25%,0.54,50%,170 lbs.,c8cca8f3de5be4b4,Jorge Patino,38-19-2 (2 NC)
--,"6' 2""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,400 lbs.,c933d423ebdbbbdb,John Matua,1-4-0
"Oct 27, 2001","5' 6""","67""",1.67,4.30,Southpaw,49%,66%,0.0,100%,0.67,63%,115 lbs.,c940b42df95bbd28,Feng Xiaocan,11-5-0
"Sep 24, 1978","5' 6""","68""",4.63,3.02,Orthodox,31%,55%,0.4,44%,2.47,58%,135 lbs.,c945adc22c2bfe8f,Brad Pickett,25-14-0
"Apr 22, 1995","5' 10""","72""",2.60,3.21,Southpaw,33%,51%,0.0,0%,0.00,40%,125 lbs.,c9587d81e1d33925,Jerome Rivera,10-6-0
--,"6' 3""",--,0.00,0.00,Orthodox,0%,0%,0.0,0%,0.00,0%,200 lbs.,c96518b7f6881004,Bob Gilstrap,5-7-0
"Dec 24, 1986","5' 7""","66""",3.00,3.51,Southpaw,43%,56%,1.1,45%,3.61,59%,125 lbs.,c96d9178c9ed9e62,Tim Elliott,22-14-1
"Sep 30, 1982","5' 6""","66""",2.47,2.05,Orthodox,38%,51%,0.9,64%,2.63,23%,135 lbs.,c96e2ae6021144a1,Damacio Page,19-10-0
"Feb 01, 1988","6' 3""","79""",4.82,5.36,Orthodox,58%,46%,0.0,0%,0.00,62%,243 lbs.,c9a94278df042f46,Alan Baudot,8-3-0 (2 NC)
"Aug 02, 1968","5' 10""",--,1.69,0.56,Orthodox,25%,33%,0.0,50%,4.23,80%,155 lbs.,c9bbf1a0285a8076,Jeff Cox,10-7-0
"Nov 09, 1985","6' 3""","78""",3.26,3.56,Orthodox,48%,55%,0.1,33%,1.30,70%,249 lbs.,c9cf753cfdf77fc2,Marcin Tybura,27-11-0
"Jun 30, 1978","5' 11""",--,3.15,2.80,Southpaw,55%,48%,1.3,57%,3.47,50%,185 lbs.,c9f6385af6df66d7,Papy Abedi,10-4-0
"Dec 08, 2000","5' 10""","72""",1.63,2.72,Orthodox,44%,58%,0.3,43%,2.12,80%,155 lbs.,ca28cdf526d6b6e9,Nurullo Aliev,11-0-0
"Oct 21, 1984","6' 0""","75""",3.30,2.87,Southpaw,50%,47%,0.1,38%,1.97,76%,260 lbs.,ca2efc9d7d523c43,Shawn Jordan,19-8-0
"Apr 04, 1991","6' 0""","73""",5.71,5.67,Orthodox,50%,46%,2.1,100%,2.74,75%,155 lbs.,ca36633b80be4a78,Kaynan Kruschewsky,15-3-0 (1 NC)
"Jan 15, 1994","6' 4""","76""",2.23,2.52,Orthodox,44%,47%,1.1,25%,0.66,30%,185 lbs.,ca43de99b07b6b40,Josh Fremd,11-6-0
"Nov 25, 1993","5' 9""","68""",2.47,2.77,Southpaw,48%,41%,0.0,53%,3.50,0%,135 lbs.,ca80d72da81d7224,Michelle Montague,8-0-0
"Oct 24, 1980","6' 4""","77""",4.33,3.94,Switch,55%,42%,1.1,33%,0.52,100%,230 lbs.,cac08b8685387ca5,James McSweeney,15-15-0
"Apr 21, 1987","6' 1""","75""",4.03,3.44,Southpaw,47%,50%,0.1,25%,1.83,80%,185 lbs.,cad24459b28592ca,Eryk Anders,18-9-0 (1 NC)
"May 26, 1976","5' 10""","74""",1.85,2.41,Southpaw,40%,63%,1.3,33%,2.22,60%,145 lbs.,cb139171ed1b69fe,Kenny Florian,14-6-0
"Feb 28, 1972","6' 1""","73""",2.64,3.16,Orthodox,48%,54%,0.1,50%,0.84,63%,185 lbs.,cb46dface0e28a2c,Jorge Rivera,20-9-0
"Sep 02, 1983","6' 1""","74""",6.77,5.46,Orthodox,48%,45%,0.5,0%,0.00,30%,205 lbs.,cb52f9490c2dc069,Sean O'Connell,17-9-0
"Feb 09, 1977","5' 10""",--,2.94,2.78,Orthodox,46%,58%,0.0,50%,0.41,61%,170 lbs.,cb6783c39c01d896,Tiki Ghosn,10-7-1
"Jul 31, 1989","5' 7""","71""",2.15,4.26,Orthodox,52%,59%,0.6,32%,2.54,44%,145 lbs.,cb696ebfb6598724,Aljamain Sterling,26-5-0
"Jan 27, 1987","5' 10""","72""",3.44,3.05,Orthodox,47%,54%,1.1,50%,0.61,60%,155 lbs.,cbb682f5fcc44bfc,Anthony Pettis,24-10-0
"Feb 16, 1991","5' 8""","70""",1.80,2.43,Orthodox,41%,57%,0.4,52%,3.98,92%,145 lbs.,cbd3e590a85b18c5,Mirsad Bektic,13-4-0
"Jul 22, 1989","6' 0""","76""",2.80,3.75,Orthodox,42%,62%,0.4,47%,1.77,88%,170 lbs.,cbd5d3cdd862e90e,Rory MacDonald,19-4-0
"Oct 03, 1984","6' 4""","77""",3.78,4.98,Orthodox,60%,48%,0.0,100%,1.49,58%,242 lbs.,cbd6f1abf955e628,Dave Herman,22-6-0
"Jul 16, 1982","5' 9""","68""",1.29,1.57,Southpaw,50%,51%,1.2,50%,1.24,25%,155 lbs.,cbe79765d44bd172,Alvin Robinson,15-9-0
"Sep 28, 1989","5' 10""","72""",2.87,2.60,Orthodox,46%,58%,0.0,0%,0.00,83%,170 lbs.,cbf1c7ba5408a66f,Salim Touahri,10-4-0
"Oct 06, 1992","5' 11""","71""",3.78,4.65,Orthodox,46%,52%,0.6,29%,0.71,59%,145 lbs.,cbf5e6f231b55443,Yair Rodriguez,21-6-0 (1 NC)
"Jul 28, 1980","6' 2""",--,4.11,1.81,Orthodox,40%,59%,2.1,0%,0.00,0%,185 lbs.,cbf94e4c4af4ff6d,Nate Loughran,11-2-0
"Jan 18, 1971","5' 9""","74""",2.87,0.97,Orthodox,30%,59%,0.7,12%,1.06,66%,247 lbs.,cbfd1d34356a004c,Jeff Monson,60-26-1
"Apr 24, 1992","5' 10""","75""",1.40,3.02,Southpaw,52%,60%,0.3,63%,2.71,67%,135 lbs.,cc1a8b4b38b92c6d,Montel Jackson,15-4-0
"May 19, 1977","6' 0""",--,3.28,2.79,Orthodox,43%,60%,0.0,0%,0.00,60%,205 lbs.,cc300e9aa3063431,Andre Gusmao,6-3-0
"Nov 17, 1980","6' 1""",--,4.42,2.97,Orthodox,46%,37%,0.0,100%,0.78,100%,170 lbs.,cc3147b49c7d7d92,Dan Stittgen,12-5-0
"May 08, 1990","5' 10""","72""",4.62,4.68,Orthodox,35%,58%,0.1,42%,0.74,57%,135 lbs.,cc351e408bbb7d43,Brandon Davis,14-10-0
"May 08, 1981","5' 5""","67""",2.83,2.13,Orthodox,41%,55%,0.7,34%,3.26,69%,135 lbs.,cc6f9d1e89f3449a,Manvel Gamburyan,15-10-0 (1 NC)
"Apr 12, 1990","6' 0""","75""",3.24,3.03,Orthodox,54%,44%,0.1,32%,2.17,58%,205 lbs.,cc7040fe76f0ef91,Devin Clark,14-9-0
"Sep 23, 1986","5' 10""",--,7.07,3.53,Southpaw,26%,43%,0.0,11%,1.00,0%,170 lbs.,cc81c92fe2254935,Tom Gallicchio,19-10-0
"Mar 23, 1979","5' 7""",--,5.77,3.13,Orthodox,30%,42%,1.0,0%,0.00,62%,145 lbs.,cc84b68f862b466f,Eddie Yagin,16-7-1
"Aug 22, 1991","5' 6""","66""",4.71,3.52,Orthodox,56%,51%,1.3,23%,0.46,64%,135 lbs.,cc8c623cca88f54f,Mayra Bueno Silva,10-7-1 (1 NC)
"Mar 13, 1985","6' 3""","77""",3.08,3.43,Southpaw,45%,44%,0.0,24%,1.09,69%,265 lbs.,cc900af167fbedfd,Timothy Johnson,12-4-0
"Mar 10, 1993","5' 11""","73""",5.00,4.22,Orthodox,32%,50%,0.5,39%,2.81,71%,145 lbs.,cc900c6a71ed23f3,Clay Collard,14-7-0 (1 NC)
"Apr 15, 1982","6' 0""",--,2.99,2.35,Orthodox,56%,44%,1.0,0%,0.00,52%,185 lbs.,cc98d857b148e33a,Leonardo Guimaraes,11-5-0 (1 NC)
"Aug 29, 1977","5' 10""",--,5.16,1.70,Orthodox,31%,41%,0.0,11%,2.04,28%,155 lbs.,ccba80d4820ef557,Gabe Ruediger,18-8-0
"Mar 30, 1983","5' 9""","71""",1.85,2.96,Orthodox,40%,66%,0.2,63%,1.30,61%,155 lbs.,ccd1299e0345e0ce,Melvin Guillard,32-18-2 (3 NC)
"Jan 04, 1971","6' 0""","74""",1.62,1.90,Orthodox,44%,59%,0.1,46%,3.25,70%,205 lbs.,ccdd90bd1fc7dab6,Vladimir Matyushenko,27-8-0
"Aug 13, 1975","5' 7""",--,1.93,0.87,Orthodox,26%,57%,0.5,47%,4.00,16%,155 lbs.,cce79e827569f26e,Ronys Torres,35-5-0
"Oct 09, 1980","6' 3""","80""",1.95,2.38,Orthodox,70%,40%,2.4,78%,8.93,50%,255 lbs.,ccf5dc41417e9daf,Juan Espino,11-2-0
"Jul 17, 1987","6' 2""","75""",5.65,2.92,Southpaw,48%,56%,0.0,100%,0.37,80%,205 lbs.,cd01f0b768a32475,Jonathan Wilson,7-3-0
"Jan 21, 1992","6' 2""","74""",2.96,1.69,Southpaw,66%,46%,0.0,0%,0.00,0%,185 lbs.,cd0dfd9846bd03b9,Julien Leblanc,10-3-0
